label,youtube_id,time_start,time_end,split
mopping floor,jgHYzuDU2Iw,0,10,train
folding clothes,jgs6nhIOjAI,157,167,train
doing laundry,jgt88CZF-co,47,57,train
making bed,jhIuHluFWgQ,45,55,train
washing dishes,jiev6yRmw64,2,12,train
washing hands,jjocz4TGk-w,25,35,train
washing dishes,jkB6mCH5Be0,18,28,train
washing hands,jka24ePK8zQ,39,49,train
baking cookies,jlQ03K9363c,104,114,train
doing laundry,jm9uBd4F8Q4,29,39,train
folding clothes,jmGTNlJX2QY,17,27,train
washing hands,jqymuKw8Uhw,6,16,train
cooking chicken,jrhFefxbing,159,169,train
washing hands,jroRlETVd4I,15,25,train
washing dishes,jrzqQn9TtOc,12,22,train
sweeping floor,js2aLOdCbEw,15,25,train
washing hands,ju8060F1d0w,10,20,train
making bed,jv--6BZC2T0,128,138,train
washing dishes,jv49hKBdv_c,7,17,train
mopping floor,jvryQkxLsnY,10,20,train
cleaning toilet,jwG6DAUQg3E,9,19,train
washing dishes,jwXhXI0qIiM,164,174,train
folding clothes,jy7yAJ524w0,83,93,train
folding clothes,jzOcGxEABAs,33,43,train
cooking chicken,jzOlND5SU5k,302,312,train
mopping floor,k-RM3wVM3ek,37,47,train
washing hands,k-psS55m4GU,3,13,train
doing laundry,k1I4StPcCFk,154,164,train
baking cookies,k1cvxxstwA8,87,97,train
doing laundry,k2-fiCRGFpY,25,35,train
washing dishes,k2JuU0Zz1IU,44,54,train
cooking chicken,k3Hor9zwyG4,201,211,train
washing hands,k3TyPyVvCTw,1,11,train
washing dishes,k59uk_Nh5KU,46,56,train
cooking chicken,k71yZo0nH60,300,310,train
mopping floor,k7K2UuyJf54,20,30,train
cooking chicken,k7PzBWbRoGQ,2,12,train
sweeping floor,k8LJKIWg5PM,0,10,train
mopping floor,kCCV-EItIcQ,4,14,train
washing dishes,kCOn86X-UeI,0,10,train
doing laundry,kCvPedKAs0U,46,56,train
doing laundry,kCyv6z2yar4,2,12,train
washing hands,kEMveCfW0CM,47,57,train
baking cookies,kEUKP5OFbOk,364,374,train
cooking chicken,kEUk24tUH-c,335,345,train
washing dishes,kEZJhn35_UE,29,39,train
washing dishes,kGD4-3qJw7A,66,76,train
baking cookies,kHBwWnA_ZNg,286,296,train
washing hands,kIjuREga5b0,0,10,train
washing dishes,kIuCg0kFX-0,132,142,train
washing dishes,kJnJXWPigUQ,1,11,train
washing dishes,kKXWQE8A130,4,14,train
washing hands,kKa8QV2GAu0,37,47,train
washing hands,kLX5C7Qkqkw,13,23,train
mopping floor,kMQ7-iSdT90,4,14,train
washing hands,kMR2rsMHpsw,22,32,train
washing dishes,kMZyKJwQH20,167,177,train
baking cookies,kMwcAPFDrhU,25,35,train
making bed,kOgfUY2bQCM,390,400,train
cooking chicken,kOqwR71q7GY,44,54,train
sweeping floor,kOuR4Q7Imnw,18,28,train
washing hands,kPMQRzW1qSc,56,66,train
washing hands,kQZ_uPANKcU,33,43,train
doing laundry,kQqmGTYJ7Mw,3,13,train
washing hands,kQsZByJnXqk,2,12,train
cooking chicken,kROfc63kiCA,129,139,train
cooking chicken,kROoQ46RcAA,116,126,train
baking cookies,kS8ma94beRA,193,203,train
folding clothes,kSHG0lNyKcc,474,484,train
washing hands,kWcDWi79nik,0,10,train
mopping floor,kY64AU82csk,6,16,train
mopping floor,kYWXM5OMN1c,32,42,train
cooking chicken,kYmeb-vu2rI,68,78,train
washing hands,kZ37GKL4UYI,65,75,train
baking cookies,kZkzTfq71C0,283,293,train
cooking chicken,k_Fb_1A-5aU,113,123,train
washing hands,k_LrobnjLt4,11,21,train
making bed,kagZvZ1-at8,25,35,train
washing dishes,kbJrk7MiEVs,9,19,train
cleaning toilet,kc6uRhwHJj8,0,10,train
sweeping floor,kcpwoouJC1E,52,62,train
baking cookies,keHoZJf3t2U,247,257,train
folding clothes,kf7G4SNRst0,29,39,train
folding clothes,kfjDuQnwqRs,547,557,train
sweeping floor,kiGiYIYyK6k,90,100,train
washing hands,kijQVFKLoag,38,48,train
folding clothes,kjNuGRWD5bo,23,33,train
washing hands,kjhh60kliDI,17,27,train
sweeping floor,kjsBjfLjsG4,17,27,train
making bed,kjzPbbzeRNM,227,237,train
baking cookies,klGbqd23boM,1,11,train
making bed,klvYiH6pauc,302,312,train
doing laundry,kmon3kWRmiQ,16,26,train
washing hands,kng-VAcdynA,108,118,train
sweeping floor,ko3yeauA3hg,49,59,train
making bed,kp3LpPYQg3Q,3,13,train
cleaning toilet,kpsMUrX39LA,150,160,train
making bed,kqFXvyaf2CQ,7,17,train
washing dishes,kr1bA6OHCwc,43,53,train
washing dishes,kr6RUIvefKY,9,19,train
cleaning toilet,krdTZuHIe4M,3,13,train
baking cookies,kscFcZZG3VU,41,51,train
washing hands,ksp-2ZgddZo,193,203,train
making bed,ktGqXaGZYeM,3,13,train
making bed,ku09PWpNFSw,21,31,train
cleaning toilet,kv4oea66ckc,177,187,train
washing dishes,kvbOSckyOGI,44,54,train
making bed,kwVyN64Q0FQ,60,70,train
cooking chicken,kxEykqOICIA,89,99,train
sweeping floor,kxIKrx2frEw,0,10,train
cooking chicken,l-OB0vPjjOc,182,192,train
making bed,l006tkH7aSI,52,62,train
mopping floor,l0bx55g1eBA,58,68,train
cooking chicken,l0q95wm1I0Y,70,80,train
washing dishes,l2VOU8r2fKw,52,62,train
doing laundry,l4H9_n26C4M,62,72,train
making bed,l4O-Wg2A908,9,19,train
baking cookies,l4WRPw2aG8Q,316,326,train
cooking chicken,l5BKqhknbJE,189,199,train
washing dishes,l6ztTPEHfqc,5,15,train
baking cookies,l7lko6efTjY,154,164,train
mopping floor,l8Kmr__DTdc,6,16,train
baking cookies,l8wssKFdyKo,264,274,train
making bed,l9O9f5ya2ZI,0,10,train
washing dishes,l9gcr4-xHwU,23,33,train
washing dishes,lBt1NSo81Q4,14,24,train
doing laundry,lCZLHNyUiMo,3,13,train
folding clothes,lD1tW2AUB24,51,61,train
making bed,lGXy-ayHCgY,13,23,train
baking cookies,lGcjrx7MEcM,52,62,train
mopping floor,lGjth8xBSzg,18,28,train
sweeping floor,lHnnDZ9xzLc,72,82,train
sweeping floor,lItYAt1ROOI,66,76,train
baking cookies,lIyqTKQ1tiQ,64,74,train
washing hands,lJDWkReIHH0,0,10,train
washing hands,lJFjjhgPuek,33,43,train
mopping floor,lK4wDIb5KpA,0,10,train
folding clothes,lKrIoFOp6Cc,17,27,train
doing laundry,lLQTLQMU4qg,119,129,train
sweeping floor,lLmsT-qVAcY,29,39,train
cleaning toilet,lMuPAmw_W6Y,2,12,train
making bed,lN-7wnc2uFw,283,293,train
making bed,lNAoa7RfHQ8,594,604,train
doing laundry,lNJnSesYEUQ,42,52,train
cooking chicken,lQ2OvNf3sYo,40,50,train
baking cookies,lRC7bF9SYrY,128,138,train
mopping floor,lR_mdshyh-o,5,15,train
baking cookies,lSBzNB-7Uio,80,90,train
cooking chicken,lSxB0FX3tDQ,30,40,train
baking cookies,lT47_b26yuY,6,16,train
washing dishes,lTGK6aTbRys,31,41,train
baking cookies,lU2KmimJ0mQ,735,745,train
making bed,lUGMwAAhOdc,0,10,train
washing hands,lUPcwo9uWTA,1,11,train
baking cookies,lV0osQ0DZ3o,270,280,train
sweeping floor,lWqlrI07ITA,37,47,train
mopping floor,lX2MdMryWJE,0,10,train
baking cookies,lXaBeiY8BkI,173,183,train
doing laundry,lZ7D2TW8tYg,1,11,train
baking cookies,lZRslBHBEJ8,285,295,train
sweeping floor,lZgk6vrs4pI,16,26,train
mopping floor,l_Nh82MKtNk,162,172,train
making bed,lckuXJFGC98,46,56,train
making bed,ld8c1ICYr4A,91,101,train
cooking chicken,ldC_WPV9nVs,294,304,train
cooking chicken,le12xJ86SoI,301,311,train
making bed,le3hEFeHI6s,109,119,train
washing hands,lf8_SApzuVI,22,32,train
washing hands,lg8iULZpXYE,1,11,train
washing hands,lgLtQ37hXbA,89,99,train
baking cookies,ljR7kNEWd8I,197,207,train
doing laundry,lkAUqxzgQco,119,129,train
washing dishes,lkcJe6ZWsWU,48,58,train
folding clothes,lkxXp9n_MTU,42,52,train
washing dishes,llw7h15FXLc,12,22,train
sweeping floor,lmKly9Qk5_A,29,39,train
folding clothes,ln5_cJxs_9g,1754,1764,train
cooking chicken,ln6wUr9f89s,213,223,train
cleaning toilet,lo05tq-A74o,122,132,train
washing dishes,lo2QB_1uPLg,3,13,train
baking cookies,lo4kGmDzyFs,78,88,train
cooking chicken,loIenmTBjAM,114,124,train
sweeping floor,lpPwhG-43ZU,45,55,train
washing hands,lpqeHlR4-cg,40,50,train
washing dishes,lqVxOLchyuM,12,22,train
mopping floor,lqWC5SDLP-Y,57,67,train
washing dishes,lqyikcR0kTg,17,27,train
sweeping floor,lrEwBbamu5A,36,46,train
folding clothes,lrk9XzCUd28,1,11,train
doing laundry,ls19TudtjP8,13,23,train
baking cookies,lsZyPlxuZ6U,12,22,train
washing hands,lspc51UiNWs,87,97,train
baking cookies,lt7M50ZRooI,122,132,train
doing laundry,ltw5NJ3aJP0,6,16,train
washing hands,luiYLW4bpRk,9,19,train
folding clothes,lvyjNMfHSU8,54,64,train
cooking chicken,lyMWIiF2BTI,290,300,train
sweeping floor,lykI1vFm-GY,65,75,train
baking cookies,lykmHnb4mn4,211,221,train
washing hands,lyn0Imxjau0,0,10,train
washing hands,lz87DMx08OI,65,75,train
baking cookies,lzIL5AVgq1k,78,88,train
folding clothes,lzSFUmceitE,11,21,train
washing hands,lzmRloBQ3lM,59,69,train
cooking chicken,m-CUdfMR6nY,70,80,train
washing dishes,m0Z2Phdhds4,4,14,train
folding clothes,m0spdfvxo0Y,50,60,train
doing laundry,m1Tu9JJ07Xg,22,32,train
sweeping floor,m1_EmqMIY28,61,71,train
washing dishes,m2URYKXQunk,17,27,train
cleaning toilet,m3JreYzLy3Q,179,189,train
washing dishes,m3bhJ4nOQmw,39,49,train
sweeping floor,m42rxPi3GPw,88,98,train
cleaning toilet,m5HhsrZObao,3,13,train
washing dishes,m5JBA7ncigY,47,57,train
washing dishes,m5ZcpDHZWd0,61,71,train
cooking chicken,mAcUVl3L2ds,232,242,train
washing dishes,mCqNidmNblI,3,13,train
washing dishes,mDwjiq6XVHo,22,32,train
washing dishes,mEKdaDJZn30,52,62,train
cooking chicken,mGIDFuHBUFM,173,183,train
washing dishes,mGon7CifvMw,55,65,train
mopping floor,mHh81c2wiBU,27,37,train
washing hands,mHqBkiGpUOo,144,154,train
making bed,mI6O6p6Jpck,313,323,train
cooking chicken,mIx4mZuv7hw,185,195,train
cooking chicken,mKN6fji1mJw,287,297,train
cleaning toilet,mLFT9dn79uI,54,64,train
mopping floor,mMhZPyqOhHU,35,45,train
making bed,mO28aqoceqc,56,66,train
washing dishes,mOBImNOJE00,1,11,train
baking cookies,mOURAeYqgQI,100,110,train
washing dishes,mOXeQB7qDHg,40,50,train
sweeping floor,mObXXH4ETVE,10,20,train
washing hands,mP7KfWVA6Lw,55,65,train
making bed,mPNHWEgsCAQ,42,52,train
sweeping floor,mQOHKAeVwVQ,2,12,train
making bed,mSxTggIjWr4,24,34,train
folding clothes,mT5PM9QA2VA,1,11,train
mopping floor,mTMZRxEtDsU,51,61,train
washing dishes,mUr7i5fABII,97,107,train
folding clothes,mW5QlKX4mOw,4,14,train
cooking chicken,mW78soynKHg,2,12,train
baking cookies,mWhsecC8Qe8,7,17,train
making bed,mXmvUANKepA,83,93,train
cooking chicken,mY28sM8ABmM,118,128,train
doing laundry,mZ9GscUVbt0,1,11,train
baking cookies,ma5V79URf0Y,150,160,train
cooking chicken,maMBroddA_w,231,241,train
cooking chicken,mbAGfFiMFF0,203,213,train
baking cookies,meRzwVOnNOc,3,13,train
cooking chicken,meUoytGDmtE,27,37,train
washing dishes,meeGF-1Cn1A,25,35,train
sweeping floor,mf2U4CiVefI,7,17,train
making bed,mhSlsqmati0,60,70,train
making bed,minZOa9otQo,2,12,train
cooking chicken,mkjFCExWPkE,146,156,train
washing dishes,mlIYLnLMreo,23,33,train
cooking chicken,mm6pIb7JYmQ,251,261,train
baking cookies,mmMUw8yGCjA,8,18,train
washing hands,moFy3TAw-8M,77,87,train
washing dishes,mpL8ZdTVciQ,14,24,train
cooking chicken,mqJs9AGhulY,103,113,train
making bed,mryNspf2Dkk,190,200,train
cooking chicken,msARxvR8G00,204,214,train
baking cookies,msKDtTAIVDs,3,13,train
cleaning toilet,msgwv6pyTMg,15,25,train
folding clothes,mt6ZJo5GEvM,71,81,train
doing laundry,mtB9qTTStAs,23,33,train
sweeping floor,mtgLyxC0AFQ,0,10,train
washing dishes,mvEls-mQN10,191,201,train
making bed,mvOR8mw_JNA,52,62,train
folding clothes,mvdTa7uCayc,71,81,train
baking cookies,mvrNGLasuyM,1271,1281,train
washing dishes,mvrtikcTvhc,0,10,train
washing dishes,mwLQcqukSug,85,95,train
washing dishes,mwhuwavEInw,0,10,train
mopping floor,mx1cl1MDFik,38,48,train
baking cookies,myDonGrkuYk,297,307,train
washing hands,mzc8rWUOaY0,51,61,train
baking cookies,mzsb9SXiGF8,13,23,train
baking cookies,n-brnbj1ggY,3,13,train
mopping floor,n02pQ_ppn9g,10,20,train
making bed,n246LCyuSmw,99,109,train
cooking chicken,n3Q6aQvI9GY,177,187,train
baking cookies,n4q_ChG3D4k,20,30,train
baking cookies,n5Ti6iXGLWA,3,13,train
cooking chicken,n5i_jkzvKB8,37,47,train
baking cookies,n7NNc5d2KlQ,596,606,train
washing hands,n7jWuOtZHwA,79,89,train
mopping floor,n9MHjYPzHd8,658,668,train
washing hands,n9_2F9vDxRg,67,77,train
sweeping floor,nBZ4AWXcMyI,34,44,train
washing dishes,nBc10cxRwqc,6,16,train
washing hands,nBkgO81JwD8,3,13,train
cooking chicken,nBnXkIU_xU0,210,220,train
washing dishes,nCG0VFZbBS0,31,41,train
washing hands,nDWABZCon4Y,177,187,train
making bed,nDzxDnlP2Ms,44,54,train
making bed,nF52HsS6H3g,284,294,train
making bed,nFh_m6LG_sA,40,50,train
making bed,nFx0-eBCxmA,4,14,train
baking cookies,nGJDr0Dd_II,165,175,train
doing laundry,nGmX_SVtGSs,110,120,train
washing dishes,nGs4f4yGeIY,330,340,train
mopping floor,nHhyKVqHw2c,0,10,train
washing dishes,nIS_tSnLMQQ,45,55,train
folding clothes,nJAYRXjZoMY,76,86,train
baking cookies,nK0AFERGH0w,30,40,train
cooking chicken,nKC0vCDSfH8,263,273,train
washing dishes,nKGzQ9-Eb9U,18,28,train
making bed,nKVTa1J3uvE,1,11,train
cooking chicken,nM56Tipz8lY,270,280,train
washing dishes,nMZiizt5wDg,80,90,train
cleaning toilet,nMabVoErTuU,72,82,train
cleaning toilet,nMfgjvTDMew,2,12,train
doing laundry,nNBJ2uGhVZE,4,14,train
washing hands,nOceXsRIdGM,290,300,train
washing hands,nOmfAJj26NU,32,42,train
cleaning toilet,nOrg3sn7kIQ,86,96,train
washing dishes,nQgmUkyblgc,22,32,train
cooking chicken,nQrPJ_wdVPY,361,371,train
washing hands,nQyYni2gGlI,5,15,train
cooking chicken,nT37iGhfozk,230,240,train
washing dishes,nTMLeVignkM,5,15,train
cooking chicken,nTsTmiR-cJc,4,14,train
washing dishes,nTtNi1YlyWQ,34,44,train
washing dishes,nUo2ArBhUSs,24,34,train
making bed,nV3jKWhurWU,28,38,train
doing laundry,nVkFAlHbfHw,52,62,train
washing dishes,nWvX4MR63Ac,31,41,train
washing dishes,nY-d6hD6VbU,5,15,train
folding clothes,nZDNZrLdJlQ,149,159,train
washing dishes,nbHBjdE8oNo,15,25,train
washing dishes,nbPx_w4Kkkw,4,14,train
washing dishes,nbe9VyLLQPE,3,13,train
baking cookies,nbiuPYwqfOI,273,283,train
baking cookies,nbmLaO_6rcU,264,274,train
washing dishes,ncv3b55czfQ,89,99,train
making bed,ndbfRMOj7dY,86,96,train
mopping floor,nePGbkqWGes,59,69,train
mopping floor,nhB4NhjzutE,1,11,train
sweeping floor,nhDI8XP6d2A,6,16,train
cooking chicken,ni8P_IjdfsY,35,45,train
washing dishes,nj--bjFYG2o,20,30,train
baking cookies,njxWs7SUClA,45,55,train
mopping floor,nl3Ax1Aey_o,185,195,train
baking cookies,nm0bSH98Whc,819,829,train
cleaning toilet,nmaDR8A8-WA,43,53,train
cleaning toilet,nmrrI4xcu2I,22,32,train
washing dishes,nn8aT-jpGGw,157,167,train
washing dishes,nnEiXjB6EJQ,44,54,train
baking cookies,nni9ti6OyZY,12,22,train
washing dishes,nnqt_2OLie0,143,153,train
washing dishes,nohCw0EZPhY,2,12,train
folding clothes,nq3-P88ogdA,31,41,train
making bed,nrViTEw_kJQ,541,551,train
doing laundry,nrb3xAJUXv4,36,46,train
washing dishes,ns4N3fp9oWA,87,97,train
sweeping floor,nsK1S-asBGQ,37,47,train
cleaning toilet,nt8CdgC2OTM,3,13,train
cooking chicken,ntYDtL7KDQo,589,599,train
cooking chicken,nvfRs3xKezg,129,139,train
cooking chicken,nwn7bsA2GAc,312,322,train
baking cookies,nx8EqGZCYQ4,81,91,train
washing dishes,nyVnAfxzeAQ,3,13,train
cleaning toilet,nyqV0Pi2L3g,194,204,train
washing dishes,nzkKaqy4_ls,3,13,train
cleaning toilet,o0WIXGyPT_E,10,20,train
folding clothes,o2RqOFg2eTc,14,24,train
making bed,o2q8QAbV5rQ,568,578,train
cooking chicken,o35YXK-XA-w,133,143,train
mopping floor,o3Q5uMGPZEw,391,401,train
cleaning toilet,o3_W0UQM9Z0,128,138,train
baking cookies,o43HV7ktKx8,41,51,train
cleaning toilet,o47TsyVcHhU,43,53,train
sweeping floor,o4BiOvchjlM,4,14,train
baking cookies,o4NY6cimbNE,98,108,train
baking cookies,o6-A55TEwt4,183,193,train
cleaning toilet,o6Bm0tUppDo,77,87,train
making bed,o6k7h9HLMwg,26,36,train
washing hands,o6seQ3Fdr3o,6,16,train
cooking chicken,oAHTYQDN9_Q,299,309,train
washing dishes,oBB9QCHSmQU,16,26,train
washing dishes,oCb5pI8JDc0,45,55,train
cooking chicken,oE3BdFSw8bU,108,118,train
folding clothes,oFO-1GfSe7s,12,22,train
mopping floor,oGM4AKMVajw,0,10,train
mopping floor,oGWzXJsifRg,11,21,train
doing laundry,oGosqw976xQ,38,48,train
cooking chicken,oGuidq-UYuc,112,122,train
folding clothes,oI99Ndd3tEk,128,138,train
cleaning toilet,oIPOMg6W3iI,3,13,train
washing dishes,oIszCk0FvFo,13,23,train
cleaning toilet,oIyMWku2000,62,72,train
mopping floor,oJW3bLeSSe0,88,98,train
folding clothes,oJdVy0VoZIE,4,14,train
washing hands,oJntMJxPEmU,7,17,train
making bed,oJugpYIoiCE,230,240,train
washing hands,oKG2028eh0g,4,14,train
folding clothes,oKgHEz05lqw,259,269,train
washing dishes,oKxaMe6sJY4,85,95,train
washing hands,oL-fqNLqs6k,9,19,train
washing dishes,oMHGNaZjuwc,10,20,train
cooking chicken,oNh45vq-JiI,20,30,train
folding clothes,oPHA1z1Sj-Q,2,12,train
cooking chicken,oQK5e-mgRj0,263,273,train
cooking chicken,oSSBVutHh2Y,231,241,train
doing laundry,oTCy-HBb464,84,94,train
folding clothes,oTUGOzddoew,11,21,train
washing hands,oThfmfBvwfY,33,43,train
doing laundry,oUQvOpXUZp4,33,43,train
baking cookies,oUaHin4CHBA,18,28,train
washing dishes,oUeQU-Ls23E,70,80,train
washing dishes,oUnMHFWYC1M,28,38,train
doing laundry,oVTYT9_284k,22,32,train
making bed,oWcVcSVIagA,52,62,train
sweeping floor,oYNt73V1BXY,1,11,train
cooking chicken,oYUX_0XtJsM,531,541,train
cooking chicken,oZHfvqcktSk,788,798,train
folding clothes,obJDuIcBT3Y,29,39,train
making bed,ocMsg2DHjIA,34,44,train
mopping floor,ocqA8N4C-QU,5,15,train
baking cookies,odDGHQ14gAI,23,33,train
washing dishes,odQq7-fcJOM,26,36,train
mopping floor,oeGJY7SOMJQ,34,44,train
mopping floor,oexoQ18Nlms,4,14,train
cooking chicken,ogpyKjxxUnM,42,52,train
baking cookies,ohXo6eucH6g,144,154,train
washing hands,ojCBXewymmo,29,39,train
cooking chicken,ojKScWI5M0g,499,509,train
sweeping floor,ojzWjibhqJE,27,37,train
making bed,okrhaW5PuAU,48,58,train
washing hands,ol3M1Cyh53k,5,15,train
baking cookies,olpwEciOUeo,119,129,train
cooking chicken,olykg1KFyVA,30,40,train
cooking chicken,onXWwmUiec8,51,61,train
folding clothes,ooRmOtIk6Gc,224,234,train
washing dishes,oosCF-DXVTs,15,25,train
folding clothes,opC1wHBTh48,1,11,train
cooking chicken,oq3-BCxxXYo,142,152,train
washing hands,orwnxijWUDc,29,39,train
washing dishes,osareSiyf2A,115,125,train
making bed,otE5naIi4gQ,108,118,train
sweeping floor,ota1zpL5iS0,5,15,train
cooking chicken,owAy2tKHWg0,259,269,train
washing dishes,owJxGoT0eLA,36,46,train
washing hands,oxkwB5oRkmo,3,13,train
making bed,oyHqdh22DZ8,4,14,train
mopping floor,oy_EWv6HxWg,27,37,train
sweeping floor,oypmtEFYCd0,2,12,train
folding clothes,p-x9FbwlBew,36,46,train
cooking chicken,p-zMBd6ylpI,79,89,train
washing dishes,p0X7UZOWv40,19,29,train
washing hands,p0zwq7cvDxo,4,14,train
folding clothes,p1GCF1RSadM,42,52,train
cleaning toilet,p2QYdD0w5F0,109,119,train
mopping floor,p2fS1xJrWtk,54,64,train
washing hands,p2usJHNp28c,45,55,train
sweeping floor,p3Lz0oQk5DQ,171,181,train
sweeping floor,p3efVSvjSV4,34,44,train
doing laundry,p4V33yiS1Qs,434,444,train
baking cookies,p4lj2XagYmw,197,207,train
cooking chicken,p6aB-it-AEg,163,173,train
baking cookies,p8SSjQVhRCc,504,514,train
washing hands,p8a0bt32k-w,65,75,train
folding clothes,p8qedPWj6R8,3,13,train
cooking chicken,p9VRn_B5cZA,44,54,train
mopping floor,pAaNwMhvkGA,233,243,train
making bed,pAmjxODFSbA,317,327,train
washing dishes,pB7gMF80-bo,3,13,train
mopping floor,pCQ-JEBhrZY,2,12,train
mopping floor,pC_grYUvzFw,64,74,train
baking cookies,pCa_jNkyBGc,10,20,train
folding clothes,pDgAGlxlhQo,28,38,train
making bed,pEX6K06xCwQ,58,68,train
washing dishes,pFkXwqQuTsE,5,15,train
washing hands,pH489Ea_FEQ,52,62,train
sweeping floor,pH9JcdbkBVg,105,115,train
baking cookies,pHNtiLdnX9Q,134,144,train
making bed,pHvni2O3fWs,400,410,train
washing hands,pITy_x-UyrE,230,240,train
baking cookies,pJdGyMYLJ1g,38,48,train
baking cookies,pKAkazfIXFw,194,204,train
sweeping floor,pKa3zGIAjDc,24,34,train
cooking chicken,pMasQn95fvc,244,254,train
baking cookies,pOVrvabHBI8,0,10,train
cleaning toilet,pOh_jvjTLvo,11,21,train
baking cookies,pQEwWC70dJQ,96,106,train
cooking chicken,pQQ2w_UTKCs,355,365,train
washing hands,pQQ_OoiIHQE,95,105,train
washing dishes,pR-nrAsfzNI,17,27,train
making bed,pSAgzlZteEM,463,473,train
doing laundry,pSWAY7X2KIg,269,279,train
washing dishes,pTq8mTxalqY,31,41,train
cooking chicken,pUDbCf9qi6M,247,257,train
washing dishes,pWkjKr6f-6Y,46,56,train
washing hands,pXDJRgXJVSs,43,53,train
cooking chicken,pXORLEeTpNc,14,24,train
sweeping floor,pXQQEdTvYzk,16,26,train
washing dishes,pXeN-pBSG_0,3,13,train
washing hands,pXtrfohkKH0,201,211,train
washing hands,pY-6rj8u2Og,41,51,train
baking cookies,pY-Q3UQnzgw,0,10,train
cooking chicken,pZO8fGW9VuE,60,70,train
cleaning toilet,p_oZOolw8vQ,102,112,train
washing hands,p_wvxny4I9w,15,25,train
cleaning toilet,p_xu1hNeW7Y,74,84,train
doing laundry,p_xvuTsny7Q,78,88,train
folding clothes,paSRsbluWlU,16,26,train
cooking chicken,pc9_x0J1mQ0,168,178,train
sweeping floor,pcPjEX5Nvjg,53,63,train
washing dishes,pci7TNf9V28,52,62,train
washing hands,pdBrKmiIDPU,43,53,train
washing dishes,peLYyHaWlBg,16,26,train
washing dishes,phWHPhEKAR4,95,105,train
sweeping floor,pjIm06i0xxI,8,18,train
sweeping floor,pl1ncVR2CfI,0,10,train
washing hands,plrIZ_neg3E,14,24,train
cleaning toilet,pmZZ6aZZ3nw,41,51,train
washing dishes,ppNAUUwO6yA,14,24,train
washing dishes,prdLHu4ece8,2,12,train
washing hands,psSECGDa818,17,27,train
baking cookies,pt1cxv3U94k,651,661,train
baking cookies,pto4HoAw1XM,533,543,train
cleaning toilet,pu3ET008f88,11,21,train
mopping floor,punPZTuiqFk,16,26,train
washing dishes,pvcjKxbCudI,22,32,train
making bed,pwYKEpvkKhw,91,101,train
folding clothes,pxH_4BCEVCw,70,80,train
making bed,px_nqNBl_g0,28,38,train
sweeping floor,pxhOG6Sff14,139,149,train
sweeping floor,pyDCB1cNB4c,0,10,train
washing hands,pyxBqXduPYg,2,12,train
folding clothes,pzUjSp3nbLI,1,11,train
washing dishes,q0A6cdGetG4,6,16,train
making bed,q2-Zp4FlqDY,193,203,train
making bed,q5Bp0WTNcQQ,112,122,train
cleaning toilet,q6AtlLpzxWc,55,65,train
washing dishes,q6ohewlasuo,0,10,train
making bed,q80TfxA4-Eg,13,23,train
washing hands,q8IPOVnGEMs,1,11,train
cooking chicken,q8RA2MfAx3Q,432,442,train
washing dishes,q9a4qMlQMr4,96,106,train
sweeping floor,qA-hFkkprIw,10,20,train
cleaning toilet,qA85UyB-PkE,66,76,train
sweeping floor,qAZ_SeGajXw,2,12,train
washing dishes,qBVECNhhrV4,1,11,train
doing laundry,qC_fX6fZk68,1,11,train
sweeping floor,qDvOC1Qw1u8,25,35,train
mopping floor,qF5pjpa1IB4,135,145,train
washing hands,qG4fNyJ3VTA,43,53,train
cooking chicken,qH98vZq-h18,178,188,train
cooking chicken,qJFCKv2RPRk,26,36,train
cleaning toilet,qJuRWla2TK4,132,142,train
sweeping floor,qMU8X5hgML8,48,58,train
baking cookies,qMVu3u6Yccw,610,620,train
washing hands,qPb9XGdr4kY,0,10,train
baking cookies,qQBLiwKcL7k,181,191,train
washing hands,qTNsBXGDPdk,15,25,train
washing hands,qTQ3lTNW8R4,5,15,train
doing laundry,qTcqm3NUDrs,34,44,train
folding clothes,qVkY7sJj6Xk,121,131,train
making bed,qWJK5y1YZqE,91,101,train
washing dishes,qWarQFCJ--A,1,11,train
baking cookies,qYGoP6WpEB8,226,236,train
washing dishes,qZIiris7Mjo,15,25,train
baking cookies,qa_UaV-0Afw,17,27,train
cleaning toilet,qazIPQ1Jo0g,18,28,train
making bed,qdGL8Jpu4VE,48,58,train
mopping floor,qdb6cRqc54g,64,74,train
washing dishes,qddGMCplL2o,347,357,train
sweeping floor,qddsOhmtceU,13,23,train
baking cookies,qdyOedb4sVQ,9,19,train
making bed,qfVvqiccVGs,9,19,train
folding clothes,qfvDNvDMdlA,109,119,train
folding clothes,qgm0max5ig0,37,47,train
cooking chicken,qgnNBfR7LhM,208,218,train
making bed,qhDB1o_WrcQ,3,13,train
making bed,qhQTOOlBTto,474,484,train
sweeping floor,qhVfW-oDXME,37,47,train
sweeping floor,qhjrXLHJPrI,2,12,train
cleaning toilet,qiIHo6YsZU8,32,42,train
washing hands,qiMb7qCFD8M,1,11,train
washing hands,qiuAJy4QbiE,52,62,train
folding clothes,qixbPgptWsA,0,10,train
washing hands,qk6v2stfs6U,5,15,train
folding clothes,qkGTu-4IPpg,3,13,train
making bed,qkJeNXlS2Po,99,109,train
washing dishes,qkOSycin3X0,60,70,train
folding clothes,qkQMv_aKLE4,17,27,train
washing dishes,ql4uunMnW6o,15,25,train
washing hands,qlD6v6t0fYk,24,34,train
washing hands,qlnkFPX5m_Y,91,101,train
